x0,x1,Start,Duration
-4.6504,-3.9326,877.5568,9.6001
-5.0543,-4.2831,877.8799,4.0504
-4.6244,-3.9236,879.0225,9.8756
-4.6972,-4.6092,880.2293,1.9367
-4.1945,-3.2621,880.6212,25.4371
-3.8104,-3.8294,880.7777,19.9766
-3.8104,-3.8294,881.9303,19.9766
-3.4575,-3.9326,882.1660,24.5348
-4.6504,-3.9326,882.5605,9.6001
-3.8561,-3.5027,883.5117,24.7268
-3.7902,-3.8322,884.9350,20.2433
-3.9785,-3.5027,885.5803,23.1129
-4.0230,-4.2500,886.5103,11.4283
-3.8104,-3.5482,886.6707,24.5609
-4.0952,-3.9422,886.7159,14.3584
-4.6599,-4.3848,886.9518,3.8759
-4.1239,-4.6092,887.1569,7.0986
-4.0044,-4.0982,888.8980,13.4427
-4.2165,-5.2872,890.8276,5.4183
-3.8755,-5.3124,890.8784,10.3237
-4.6504,-4.0475,891.6840,7.9050
-3.6146,-3.5027,891.9953,28.3165
-4.6504,-3.9326,892.1606,9.6001
-4.6244,-4.6728,892.4144,1.9655
-3.7887,-4.3848,894.2555,13.7281
-3.9785,-3.7389,894.3799,18.9986
-3.9585,-3.5577,895.1102,22.3685
-4.6504,-3.9326,895.5224,9.6001
-4.8601,-3.9236,896.2459,8.9954
-3.6947,-3.5482,897.9386,26.2820
-3.5352,-3.5482,898.2311,28.8428
-5.1069,-4.6728,898.9715,0.9434
-5.1762,-3.7116,899.5662,12.6525
-4.6599,-4.3848,899.5890,3.8759
-5.1069,-4.2372,899.9150,4.6357
-4.6244,-4.6728,900.7543,1.9655
-5.4510,-4.0982,901.0744,7.8114
-5.1069,-4.7455,901.2022,0.6075
-4.6244,-5.4309,901.7607,2.5799
-3.8552,-3.5027,901.8097,24.7387
-5.1069,-4.7455,901.9069,0.6075
-4.6972,-4.6092,902.1686,1.9367
-3.8242,-4.0067,902.3407,17.2664
-4.2036,-4.3848,902.5144,7.7821
-4.4851,-4.3848,902.7198,5.0181
-5.3876,-4.8869,903.4649,1.2959
-4.6972,-4.6092,904.1053,1.9367
-5.4435,-4.6092,904.3406,2.7572
-4.8890,-4.7455,904.4010,0.6147
-4.6244,-4.3712,904.5507,4.2010
-4.6009,-4.3848,904.7608,4.2109
-4.5169,-4.6092,905.0156,3.0419
-4.6972,-3.9653,905.0719,8.8787
-4.6599,-4.3848,905.1225,3.8759
-3.4678,-4.1725,905.1783,21.5417
-5.2554,-4.7455,905.2412,1.0346
-4.9789,-4.6092,906.0420,1.2182
-4.6599,-4.0765,906.0583,7.4557
-4.6972,-4.6092,906.2758,1.9367
-4.7362,-4.0750,906.3841,7.1343
-4.6972,-4.6092,906.7008,1.9367
-4.6972,-4.8551,907.0978,0.8974
-4.6844,-5.3934,907.2602,2.0143
-5.1069,-4.6728,907.7379,0.9434
-4.6162,-4.6092,907.9836,2.3721
