x0,x1,Start,Duration
-5.0156,-5.5619,926.0761,2.4963
-4.5032,-5.1580,926.1699,2.1510
-5.0061,-4.9233,926.1923,0.0474
-4.3500,-4.9579,926.2085,3.3369
-4.9922,-5.1611,926.2397,0.2079
-5.0061,-4.9579,926.3470,0.0145
-5.1794,-5.5348,926.3615,2.5131
-3.7887,-5.8841,926.3620,16.4663
-4.9514,-4.4782,926.4475,2.1731
-5.0061,-4.8388,926.5483,0.2079
-4.9605,-4.9579,926.7200,0.0266
-5.0061,-4.9579,926.7467,0.0145
-5.7132,-5.6412,926.7562,7.0939
-4.9969,-5.0719,926.7611,0.0414
-5.0156,-4.9579,926.8026,0.0161
-5.5229,-4.9579,926.8187,2.1774
-5.3331,-4.2345,927.0567,5.4234
-5.0061,-5.5219,927.0739,2.1554
-5.0153,-4.2106,927.2158,4.8644
-4.6184,-4.9233,927.4248,1.2047
-4.9969,-5.0719,927.5260,0.0414
-4.9605,-4.5198,927.5526,1.8398
-6.1412,-5.2072,927.5621,10.2040
-4.9969,-4.3925,927.5675,2.9098
-5.0061,-4.9233,927.7258,0.0474
-4.7649,-4.0191,927.7731,7.8170
-3.9119,-5.4304,927.8817,10.3753
-4.9922,-4.9233,928.1465,0.0476
-5.1773,-4.3572,928.1941,3.4942
-5.0156,-4.6088,928.2706,1.2191
-4.6024,-4.9579,928.3209,1.2710
-4.2423,-5.1545,928.4266,4.6717
-4.9969,-5.0951,928.5704,0.0724
-5.0156,-5.3070,928.5725,0.7531
-4.4426,-4.9579,928.5913,2.4690
-5.6872,-5.1844,928.6207,3.9695
-4.9969,-5.0719,928.6295,0.0414
-5.3402,-4.9579,928.6428,0.9355
-5.0061,-5.7448,928.6710,4.3409
-4.9969,-5.0719,928.8746,0.0414
-4.9969,-5.0719,928.9160,0.0414
-5.5203,-5.0719,928.9574,2.1825
-4.5850,-4.9579,928.9961,1.3824
-5.1594,-4.9689,929.2294,0.2108
-4.9605,-4.9579,929.2897,0.0266
-5.0061,-4.9579,929.3164,0.0145
-4.8233,-4.8162,929.3255,0.5185
-4.8953,-4.9579,929.3308,0.1019
-4.9128,-4.2035,929.3924,5.0065
-5.2021,-5.1513,929.4327,0.5084
-4.9605,-5.7007,929.4402,3.8636
-5.0156,-4.5573,929.4896,1.5575
-5.0156,-4.4147,929.5454,2.7054
-4.9969,-5.0719,929.5783,0.0414
-4.3074,-4.0231,929.5919,10.8391
-5.6875,-4.2681,929.6197,7.7493
-5.0156,-5.2654,929.7946,0.5637
-5.0061,-4.9579,929.8440,0.0145
-4.9922,-4.9233,929.8585,0.0476
-4.0904,-4.0201,929.9061,13.3245
-4.9605,-5.6580,929.9411,3.4163
-5.0061,-4.9579,930.3583,0.0145
-4.9922,-5.4644,930.3728,1.7112
-4.9969,-5.0719,930.3784,0.0414
-5.0156,-5.9557,930.4198,7.0483
-5.0061,-4.9579,930.4397,0.0145
-5.0061,-5.4573,930.4541,1.6591
-5.1239,-4.3082,930.4773,3.8744
-4.4048,-5.0078,930.7424,2.7953
-4.9969,-4.6469,931.0472,0.9927
-4.3669,-4.9579,931.0603,3.1691
-5.5791,-4.9306,931.1400,2.6846
-4.4585,-4.9579,931.3246,2.3320
-4.8750,-4.9579,931.5359,0.1391
-5.0061,-3.9308,931.5534,8.7397
-5.2502,-5.4982,931.6750,2.4558
-3.4480,-4.6837,931.6883,18.1845
-5.4814,-4.9579,931.9240,1.8507
-5.0061,-4.2515,932.0399,4.3832
-5.3061,-4.5923,932.0802,2.0578
-4.9969,-5.0719,932.0840,0.0414
-4.4407,-6.0103,932.1133,10.1185
-5.0061,-5.4015,932.1254,1.2817
-4.0204,-4.6935,932.2508,8.0830
-4.9605,-3.7813,932.4801,11.2140
-5.0061,-4.9579,932.5901,0.0145
-4.9605,-4.9579,932.6046,0.0266
-4.9133,-5.5775,932.6312,2.6917
-5.0805,-4.6436,933.0119,1.0622
-5.0061,-4.9579,933.0983,0.0145
-5.0061,-4.1075,933.1040,6.1737
-4.0520,-5.0719,933.1128,6.9759
-4.9605,-5.0366,933.3038,0.0232
-5.3388,-4.9579,933.3271,0.9282
-4.4721,-4.9579,933.3574,2.2189
-5.7725,-4.9579,933.4071,4.6755
-5.0061,-4.9579,933.5377,0.0145
-5.0061,-5.0562,933.5521,0.0255
-5.0061,-4.9579,933.5777,0.0145
-5.3081,-5.0719,933.5921,0.7978
-5.0061,-5.2270,933.6566,0.4117
-5.0061,-5.6086,933.7747,2.9197
-4.3178,-4.9579,933.8246,3.6684
-5.7661,-4.9579,933.8501,4.5997
-5.0061,-5.6229,934.0683,3.0563
-4.7351,-3.9233,934.0741,9.3684
-5.6501,-5.8083,934.1308,8.2479
-5.0061,-4.9579,934.1380,0.0145
-5.4184,-4.9579,934.1524,1.4045
-4.4198,-4.9579,934.2294,2.6705
-5.0732,-5.4349,934.2553,1.5440
-5.0061,-5.9510,934.3517,6.9794
-5.7808,-4.9579,934.3899,4.7738
-5.3927,-4.9579,934.3989,1.2402
-5.0061,-4.9579,935.1805,0.0145
-5.0061,-4.9579,935.1949,0.0145
-4.7825,-4.9579,935.2094,0.3917
-4.7419,-4.9579,935.3229,0.5457
-4.6969,-4.9579,935.5570,0.7465
-5.7230,-5.9829,935.5763,11.2284
-4.7396,-5.0293,935.5902,0.5480
-5.6510,-5.4197,935.6011,4.6860
-5.3124,-4.9579,935.6390,0.7920
-4.9890,-4.9106,935.7992,0.0648
-5.0061,-4.9579,935.8641,0.0145
-4.9605,-4.4170,935.8686,2.6950
-4.7292,-4.9579,935.8785,0.5992
-4.7332,-5.4517,936.1382,2.1782
-5.0061,-4.9579,936.3035,0.0145
-5.0061,-4.9579,936.3179,0.0145
-5.4576,-4.9579,936.3324,1.6749
-5.0061,-4.9579,936.4231,0.0145
-5.0061,-4.9579,936.4310,0.0145
-4.9605,-5.2047,936.4375,0.3470
-4.9245,-4.9747,936.4455,0.0507
-5.5212,-5.4986,936.4778,4.0766
-4.9907,-4.9579,936.4962,0.0149
-5.3124,-5.0904,936.5111,0.8425
-5.0061,-5.9340,936.6945,6.7416
-5.9251,-4.9579,936.7845,6.6307
-5.0061,-4.9579,936.8999,0.0145
-4.6232,-4.5621,936.9143,2.6347
-4.0898,-5.1431,937.1246,6.5656
-5.0061,-5.3810,937.3536,1.1547
-5.0061,-4.9579,937.3690,0.0145
-5.0061,-5.7823,937.3835,4.7788
-5.0061,-4.9651,937.4682,0.0101
-5.2748,-4.9579,937.4782,0.6164
-5.0061,-4.9651,937.4931,0.0101
-5.3776,-4.9579,937.5031,1.1480
-4.9544,-4.8196,937.7661,0.2766
-5.5651,-5.4057,938.0073,3.7975
-4.8533,-4.9651,938.0427,0.1818
-5.0061,-4.9579,938.0826,0.0145
-5.1986,-4.7206,938.0946,0.9357
-5.2998,-4.9579,938.0971,0.7303
-5.0061,-5.4081,938.2245,1.3237
-5.0815,-4.9579,938.2569,0.0672
-5.2695,-4.5125,938.3164,2.4517
-5.0061,-4.9579,938.3242,0.0145
-5.0061,-4.9933,938.3386,0.0007
-5.4930,-5.0389,938.3393,1.9374
-5.0061,-5.4340,938.4498,1.4958
-4.9723,-5.7105,938.5083,3.9644
-5.0061,-5.3769,938.5636,1.1302
-5.0061,-4.9579,938.6511,0.0145
-5.0061,-4.9579,938.6656,0.0145
-5.0061,-5.9050,938.6800,6.3425
-5.0061,-4.9651,938.8274,0.0101
-6.2474,-4.9579,938.8374,11.7174
-5.4935,-5.5897,939.0304,4.6195
-5.0061,-4.9579,939.1637,0.0145
-4.2900,-4.9579,939.1782,3.9666
-5.0061,-4.9479,939.2777,0.0220
-5.6741,-5.1400,939.2997,3.7217
-5.0061,-4.9579,939.5482,0.0145
-5.0061,-4.3739,939.5490,3.0881
-5.0408,-4.9579,939.5626,0.0275
-4.8026,-4.9579,939.5901,0.3255
-4.9698,-5.1853,939.6937,0.2815
-5.0061,-4.9579,939.9156,0.0145
-4.5741,-5.9794,939.9300,8.7211
-4.6190,-3.9528,939.9456,9.4572
-4.8254,-4.7572,939.9752,0.7130
-5.0061,-4.9579,940.0887,0.0145
-5.0061,-4.8628,940.1031,0.1508
-5.0061,-4.9651,940.2539,0.0101
-5.1000,-3.9301,940.2640,8.8231
-5.1312,-4.9579,940.2767,0.1517
-4.5822,-4.9933,940.2871,1.3872
-5.2343,-4.9579,940.2931,0.4522
-5.0061,-4.9579,940.3338,0.0145
-5.0061,-4.9002,940.3482,0.0800
-5.0061,-4.9651,940.4283,0.0101
-5.0061,-4.8383,940.4284,0.2093
-5.2546,-4.9579,940.4310,0.5315
-5.0061,-4.9651,940.4383,0.0101
-5.5539,-4.9651,940.4484,2.4340
-4.3926,-5.0346,940.5543,2.9178
-5.0061,-4.9579,940.6377,0.0145
-5.0061,-4.9651,940.6521,0.0101
-5.0061,-6.0002,940.6622,7.6922
-5.0348,-4.9651,940.6882,0.0194
-4.8718,-4.9651,940.7076,0.1412
-5.0061,-4.9651,940.7453,0.0101
-5.0061,-4.9933,940.7554,0.0007
-5.2625,-4.9579,940.7560,0.5637
-5.0061,-4.4362,940.7680,2.5108
-4.9713,-4.9651,940.8488,0.0164
-4.4071,-4.6487,940.8652,3.7280
-5.0061,-4.9651,940.9625,0.0101
-5.0061,-5.1227,940.9725,0.1206
-4.1043,-4.9933,941.0931,6.2172
-5.0061,-4.9933,941.3197,0.0007
-5.5885,-4.7545,941.3204,3.2010
-5.5045,-4.8558,941.3312,2.1780
-4.9706,-3.9604,941.6743,8.2901
-4.6503,-4.2071,941.8048,5.8304
-5.0061,-4.9651,942.1623,0.0101
-5.0061,-4.6869,942.1724,0.7814
-4.3010,-4.9651,942.2317,3.8432
-5.0061,-4.9579,942.3788,0.0145
-4.6921,-4.9651,942.3932,0.7653
-5.0061,-4.9579,942.4727,0.0145
-6.1347,-4.6557,942.4871,10.6389
-5.0061,-4.9579,942.6371,0.0145
-5.0061,-4.9933,942.6515,0.0007
-5.0061,-4.5430,942.6522,1.6575
-4.8546,-4.0190,942.8283,7.5661
-5.0061,-4.9651,942.8824,0.0101
-5.0061,-4.9651,942.8924,0.0101
-5.5997,-4.9651,942.9025,2.8458
-5.0061,-4.9933,942.9537,0.0007
-4.5168,-4.9933,942.9544,1.8506
-5.0061,-5.0647,943.0214,0.0338
-5.1980,-4.9651,943.0552,0.3227
-5.0061,-4.8483,943.1448,0.1844
-5.0061,-4.6752,943.1585,0.8406
-5.0061,-4.7605,943.2306,0.4583
-5.0061,-4.9933,943.2789,0.0007
-5.0061,-4.9651,943.2795,0.0101
-5.0061,-5.3594,943.2896,1.0281
-5.0061,-4.9651,943.3292,0.0101
-5.0061,-5.2646,943.3393,0.5589
-5.0061,-5.6556,943.3779,3.3805
-4.9306,-4.9651,943.4152,0.0483
-5.0061,-4.7590,943.4361,0.4638
-3.9686,-5.2313,943.4425,8.5504
-5.0379,-4.0609,943.4635,6.8227
-5.0061,-4.9651,943.4721,0.0101
-4.5929,-5.7125,943.4822,5.2450
-5.0061,-5.1465,943.5091,0.1720
-5.0061,-4.9933,943.6499,0.0007
-5.1359,-4.9933,943.6505,0.1481
-5.0061,-4.8300,943.6811,0.2314
-4.6700,-5.6226,943.6889,3.8942
-5.0061,-4.9651,943.6902,0.0101
-4.9788,-5.2496,943.6941,0.5007
-5.0714,-5.7972,943.7002,4.9953
-5.0061,-4.9651,943.7986,0.0101
-5.0061,-5.3094,943.8087,0.7632
-4.9861,-5.0022,943.8982,0.0016
-5.0061,-5.5260,943.8998,2.1890
-5.0061,-4.9651,943.8999,0.0101
-5.0061,-4.9579,943.9100,0.0145
-4.7231,-4.9933,943.9125,0.6121
-4.5180,-4.9651,943.9244,1.8510
-5.2244,-4.8518,943.9991,0.5768
-4.5960,-5.0264,944.1948,1.3025
-4.5004,-4.9933,944.3097,1.9775
-4.9669,-4.9933,944.3177,0.0092
-5.0061,-4.9579,944.3269,0.0145
-4.7919,-4.9933,944.3413,0.3462
-5.0061,-5.4859,944.5215,1.8715
-4.5636,-4.8952,944.5245,1.5988
-5.1272,-4.4313,944.5718,2.6801
-5.0584,-4.9730,944.5758,0.0331
-4.9633,-5.0656,944.5932,0.0452
-4.5350,-4.9651,944.6090,1.7248
-5.0061,-4.6106,944.6383,1.2058
-5.0061,-4.9933,944.6875,0.0007
-5.8256,-4.7097,944.6882,5.9435
-5.3886,-4.9579,944.8050,1.2147
-5.5897,-4.9933,945.0225,2.7436
-5.1445,-4.9933,945.4973,0.1673
-5.0061,-4.7788,945.6646,0.3911
-4.9495,-5.5447,945.7483,2.3652
-4.5444,-4.1413,945.7754,7.2815
-5.1774,-5.2452,945.8441,0.7302
-4.4301,-4.9933,946.0196,2.5652
-5.7043,-4.8603,946.0557,4.0403
-5.2798,-5.6685,946.0749,4.1140
-5.0061,-5.0181,946.0888,0.0029
-4.5586,-4.3503,946.0917,4.8156
-5.0061,-4.9933,946.1233,0.0007
-5.0061,-4.4791,946.1239,2.1477
-5.4182,-4.7330,946.2871,1.9503
-4.9861,-5.0022,946.3338,0.0016
-5.0061,-4.8735,946.3353,0.1282
-4.8853,-4.7532,946.3930,0.5910
-5.0061,-4.9651,946.4635,0.0101
-4.9749,-4.9933,946.4736,0.0054
-5.0061,-4.9933,946.4790,0.0007
-5.0061,-4.9933,946.4796,0.0007
-5.0061,-4.5064,946.4803,1.9302
-4.9861,-5.0022,946.5744,0.0016
-4.9749,-4.7449,946.5759,0.5241
-5.8534,-4.5076,946.7584,7.4716
-5.0061,-4.9933,946.8047,0.0007
-4.4885,-5.1822,946.8054,2.3312
-5.0061,-4.9933,946.9839,0.0007
-4.6616,-4.9933,946.9846,0.9123
-4.9768,-4.9933,947.1001,0.0047
-5.0061,-4.8625,947.1048,0.1514
-4.9749,-4.7575,947.2519,0.4742
-4.6563,-4.9933,947.2562,0.9408
-4.8389,-4.9933,947.3103,0.2078
-5.0061,-4.0995,947.5181,6.2809
-4.5509,-5.3298,947.5831,2.4535
-4.9672,-4.9933,947.6352,0.0090
-5.0061,-4.9933,947.6442,0.0007
-4.9861,-4.7835,947.6449,0.3759
-5.1126,-4.9933,947.7261,0.1017
-5.0061,-4.9933,947.7662,0.0007
-4.9678,-4.5902,947.7668,1.3428
-5.0061,-4.3587,947.8278,3.2369
-5.0061,-4.9933,947.8969,0.0007
-5.0061,-5.9296,947.8976,6.6802
-4.6826,-5.9459,948.0208,7.6553
-5.7778,-4.9933,948.1135,4.7246
-4.7242,-5.3674,948.1969,1.6741
-5.0061,-5.0641,948.2374,0.0331
-4.8883,-4.6380,948.2705,1.1417
-4.9861,-5.6525,948.2717,3.3501
-4.2546,-4.9933,948.3544,4.3484
-4.9749,-4.0054,948.4105,7.6134
-4.9861,-4.8005,948.5848,0.3194
-5.0061,-4.9933,948.6511,0.0007
-5.0061,-5.9298,948.6518,6.6828
-4.9749,-4.9933,948.6956,0.0054
-4.8655,-5.5978,948.7010,2.9593
-5.0840,-4.4201,948.7272,2.7090
-5.0061,-4.4381,948.9042,2.4945
-5.0061,-4.3123,949.0870,3.7130
-5.0061,-5.2746,949.1097,0.6017
-5.0061,-5.9645,949.1366,7.1726
-5.1756,-4.9933,949.4028,0.2467
-4.1469,-4.7751,949.4122,6.0375
-5.5027,-4.2069,949.6496,6.8113
-5.0061,-4.9933,949.7114,0.0007
-5.0061,-4.9933,949.7120,0.0007
-5.8390,-4.9933,949.7127,5.4755
-4.5982,-5.3955,949.8711,2.5109
-5.0061,-4.9933,949.8728,0.0007
-5.2820,-4.9933,949.8734,0.6346
-5.3128,-5.0337,949.9643,0.7889
-5.0061,-4.9933,950.0366,0.0007
-4.5456,-4.9580,950.0373,1.6524
-5.0061,-4.7981,950.0960,0.3260
-5.0061,-3.8766,950.1889,9.6031
-4.6685,-3.7051,950.2862,13.3180
