x0,x1,Duration
-1.2042,2.0202,14.8658
1.6937,0.7061,14.0767
2.0119,-0.5612,14.6484
-0.7355,-1.3232,16.1579
-1.9342,0.3045,15.7080
-0.6463,-0.5784,15.6243
-0.2413,0.5411,14.9838
-1.2010,-1.5035,16.7623
-0.5606,0.2947,15.1857
0.0722,-0.3393,15.1905
-0.5113,-0.6491,15.5897
1.7853,1.9008,12.9795
2.1587,-0.2832,14.4799
-0.0621,0.7880,14.8348
-1.8638,-1.0283,16.9208
-1.3229,0.3830,15.4265
-0.7949,-1.6205,16.4414
0.3555,-2.2139,15.7850
-1.2428,-0.5235,15.9373
0.6281,0.8992,14.5090
-1.1623,0.4279,15.3473
-0.4469,-0.1251,15.3128
-1.2010,-3.2445,18.6929
0.0094,0.3815,14.9511
1.7798,1.7830,13.1035
-2.6139,-0.4452,16.8001
1.3983,-1.1132,14.9912
2.0115,-0.1745,14.4709
2.0764,0.8311,13.7613
1.7677,2.3411,12.5427
-0.5192,0.9821,14.9316
-0.1704,-0.7204,15.4503
-1.3086,-0.3112,15.8253
-1.9170,-2.9042,19.9331
0.9321,1.5259,14.0165
-2.1864,0.5611,15.6376
1.3683,-0.9488,14.9521
1.5998,1.2816,13.7075
0.0186,-0.3968,15.2335
0.0963,1.5358,14.5024
0.2846,-0.3198,15.1030
1.2791,4.6265,11.7336
-0.5855,1.0225,14.9408
0.6181,1.5398,14.2134
-1.4594,2.6422,14.8238
0.1314,-1.9048,15.8149
-0.6836,0.5644,15.1275
1.3326,-1.8478,15.1938
-0.2078,-1.4279,15.8188
0.3712,-2.9965,16.0713
1.5967,1.0802,13.8659
1.2978,-0.0829,14.6679
1.0697,0.8728,14.3060
3.1746,3.0386,9.3695
1.7017,2.2444,12.7247
-0.2250,-1.4214,15.8274
-1.2905,0.1450,15.5362
0.6477,-0.4178,15.0081
0.2940,-0.9292,15.3211
0.1730,-0.9755,15.3936
1.5050,-0.6541,14.8204
-0.7123,-1.0966,15.9810
0.0364,-0.9314,15.4410
-1.2806,1.0294,15.1499
0.6134,0.0002,14.8728
0.5540,-0.5281,15.0784
-2.0099,2.3397,14.9872
1.9802,1.0535,13.6294
1.2139,-0.2421,14.7591
-0.9723,1.4830,14.9277
3.2283,0.7347,13.1898
-0.9549,-0.0185,15.4783
-0.5349,1.9988,14.6410
0.1909,0.8201,14.7271
0.8489,-0.9813,15.1229
-0.0392,0.4780,14.9344
0.9900,-0.1521,14.7993
1.1279,-2.3678,15.3881
2.4947,-0.9623,14.6933
-0.3925,-2.7475,16.8211
0.8588,-1.9959,15.4171
-0.0123,0.6687,14.8580
-1.5292,-0.1114,15.8049
1.2422,-0.1685,14.7213
0.3183,-0.4487,15.1366
-0.9903,-1.1649,16.2508
0.7818,-1.1409,15.1963
-1.0803,1.1940,15.0408
0.3876,1.5112,14.3609
0.1979,-0.4736,15.1915
1.5353,-1.3773,15.0244
-1.1539,0.6880,15.2360
0.9915,2.0902,13.6106
1.6156,-1.4638,15.0250
-0.7891,-2.1337,16.8702
-1.8109,-1.5462,17.5524
1.2708,-0.2647,14.7494
-0.5541,0.2983,15.1820
-0.8982,1.0238,15.0396
-0.5452,3.8757,14.2334
0.0435,0.6905,14.8299
-1.1461,1.3130,15.0243
-0.5914,-1.4209,16.1067
-1.3845,0.7846,15.2700
-0.8010,-0.6655,15.7623
3.3032,0.0785,13.8637
-0.7914,-1.3689,16.2399
-0.6909,1.3262,14.8836
-0.2353,1.1529,14.7764
1.3769,-2.0946,15.2327
1.1233,-1.1292,15.0765
0.5310,0.7319,14.6225
-0.5412,1.1725,14.8795
0.2259,-0.4789,15.1826
0.7417,0.7514,14.5229
-1.6971,0.7938,15.3602
0.7720,-0.8746,15.1161
-2.4470,1.6227,15.2190
-0.2033,-0.0870,15.2006
0.2924,0.1764,14.9230
-0.5500,0.5299,15.0945
0.8758,-0.7848,15.0523
1.0677,2.1440,13.5020
-0.7043,0.7932,15.0541
0.7742,-0.5840,15.0210
-2.5149,0.1908,16.0431
-1.2809,-0.4422,15.9016
-0.7423,-1.9681,16.6714
1.8766,1.3040,13.4780
0.4124,-0.8701,15.2500
0.1927,-1.1744,15.4634
0.2300,0.3658,14.8774
-1.3331,-1.7354,17.1702
-0.5969,-0.7039,15.6661
0.2835,-0.7991,15.2773
1.6467,-0.4016,14.6865
1.0637,0.8929,14.2983
-1.1454,0.1747,15.4608
0.5543,-1.0996,15.2715
0.0411,-0.8483,15.4040
-0.8007,0.0069,15.4003
0.7704,-0.1602,14.8765
-1.2371,-1.5329,16.8325
-0.5713,0.7431,15.0273
1.8516,-0.0300,14.4508
-1.0591,-0.9600,16.1424
-1.5424,0.7875,15.3166
1.3892,-1.2212,15.0233
1.1714,0.4062,14.4966
2.7601,-0.6765,14.5189
-1.3293,-0.9244,16.3271
-1.6987,0.3815,15.5682
1.0511,-0.4895,14.8997
-0.6380,2.9438,14.4603
-1.0578,-0.5493,15.8418
0.1271,0.0148,15.0400
-0.0119,-1.6946,15.8180
-0.8982,-0.7059,15.8474
0.8037,-0.6522,15.0336
1.4644,-0.1052,14.6207
-2.4632,-0.2068,16.4132
2.2868,-0.9714,14.7384
2.1899,0.1121,14.2434
1.5703,3.0060,12.1637
1.0911,0.1565,14.6410
-2.1023,-0.3340,16.3244
0.3731,-0.0164,14.9633
-0.9028,0.2330,15.3380
-0.7250,-0.1326,15.4341
0.6285,0.5332,14.6633
3.0083,-2.0621,14.9098
1.9878,-1.2878,14.8955
0.6355,1.7453,14.0975
-1.8941,-1.4228,17.4825
0.8938,-2.1173,15.4341
0.7159,-1.6576,15.3832
0.5596,-0.3680,15.0214
1.5287,1.5339,13.5576
-0.3485,-0.7570,15.5578
0.9845,-0.8792,15.0464
-0.5148,-0.5601,15.5458
1.7238,0.4544,14.2260
1.1467,0.4556,14.4832
-1.1786,0.3988,15.3662
1.9049,-0.2522,14.5431
0.2257,0.0751,14.9831
-0.7036,-1.4039,16.1895
-1.8584,-0.2585,16.1020
-1.3681,-0.3527,15.8884
-1.4076,0.8806,15.2396
3.7945,-2.2323,14.8811
-0.0634,-0.6790,15.3820
-1.6358,-0.9918,16.6609
-0.4030,-0.9012,15.6617
0.7640,0.8483,14.4688
-1.2709,2.4279,14.8062
2.3112,-0.4104,14.4994
2.3194,0.1807,14.1463
2.4336,0.0149,14.2155
0.5086,0.2361,14.8236
1.4576,0.2398,14.4613
0.0434,-1.0048,15.4685
0.5498,0.2239,14.8132
-0.3943,-0.3146,15.3729
1.2212,0.7854,14.2762
0.6029,0.2913,14.7683
-2.7834,1.0897,15.4980
3.7440,-0.2294,14.0166
0.3221,-0.4302,15.1286
-0.9631,0.8424,15.1196
-0.9142,0.2845,15.3197
1.4926,-3.4464,15.4119
0.4743,-1.0767,15.2970
0.6713,3.2118,13.2758
-0.0133,-1.5968,15.7711
-0.2182,-1.8242,16.0473
0.0048,-0.1712,15.1532
0.3450,1.0381,14.5793
-1.3154,-0.7854,16.1943
-0.9920,2.2282,14.7575
-1.1015,0.9690,15.1184
0.0639,-1.1264,15.5098
1.4159,1.5932,13.6032
0.1685,0.7304,14.7686
-0.3646,-0.7868,15.5812
-1.2038,1.1540,15.0880
0.1157,0.7168,14.7935
0.5620,0.5181,14.6957
3.0919,0.4797,13.5498
-3.0207,-1.4207,18.9321
0.8780,-0.0035,14.7817
-0.0414,-1.8582,15.9221
-0.6369,-0.7738,15.7290
-1.3045,0.3421,15.4396
-0.1285,0.2783,15.0370
0.1488,-0.3159,15.1523
0.0366,1.0367,14.7103
-0.1762,-2.9058,16.6337
0.9611,0.8454,14.3752
-0.6421,-0.5257,15.5937
-2.6144,0.4816,15.8409
2.5045,-2.2414,14.9986
-0.9622,0.8842,15.1050
1.0430,1.2484,14.1087
0.5833,0.5344,14.6809
0.1086,0.0088,15.0489
0.6616,0.5713,14.6344
-0.3370,0.7263,14.9536
-0.2671,0.3362,15.0654
-3.2892,-0.5363,17.4072
-0.4227,-0.9640,15.7072
1.1969,3.0591,12.6778
2.4253,3.1091,10.5805
-0.5434,-0.2131,15.3923
2.1597,-1.1520,14.8220
-1.8477,3.6084,14.8169
0.9728,0.3501,14.6030
-3.5026,-1.3747,19.3796
1.5764,3.0543,12.1103
-1.8627,-2.6390,19.3674
-0.0249,1.1063,14.7104
1.2414,-0.1285,14.7057
0.7023,-0.7833,15.1112
-1.5070,0.2153,15.5873
-2.1134,0.8779,15.4407
1.8244,1.0017,13.7781
-1.6368,-0.6625,16.3246
1.0414,-1.0241,15.0719
0.4433,0.1501,14.8786
1.4840,3.0109,12.2927
-2.8901,-0.2126,16.6716
0.6051,1.9587,14.0077
1.0344,-2.0163,15.3443
0.9806,0.6280,14.4730
-1.5782,0.0233,15.7376
-2.2577,2.1569,15.0591
-0.2113,-0.7611,15.4889
-3.0222,3.0299,15.0205
2.4351,1.1596,13.1931
1.0554,0.1994,14.6361
2.0566,-0.8147,14.7344
1.1880,-0.3061,14.7915
-1.7764,0.4861,15.5382
0.4481,-1.0608,15.3025
0.9039,-0.7538,15.0332
1.0643,-0.0495,14.7348
-0.6890,-0.8935,15.8334
0.1183,3.2196,13.8551
-1.5388,2.1439,14.9267
3.7767,-0.0091,13.8124
0.3774,-1.1815,15.3771
1.8973,0.9196,13.7983
1.4287,1.8417,13.3900
-3.2660,1.2069,15.5275
0.3430,1.2066,14.5122
-0.2286,2.2413,14.4260
1.4333,0.7171,14.2069
-3.4648,0.8651,15.7843
0.2183,-0.9258,15.3534
0.8204,0.0355,14.7871
-0.4766,-1.4253,16.0167
-1.2641,0.4168,15.3889
-1.6487,-0.2313,15.9578
0.3045,-2.2118,15.8213
1.8900,0.3653,14.2063
0.5393,-0.6188,15.1146
0.3281,1.0094,14.5981
-0.4150,-0.0179,15.2553
0.0955,-0.9433,15.4173
1.3332,0.9375,14.1253
0.4178,-1.4942,15.4723
0.8538,-1.4005,15.2477
2.0474,0.4930,14.0449
0.0204,-0.1280,15.1312
-1.3089,-1.1801,16.5501
1.7003,-3.4695,15.3292
-1.5022,0.6053,15.3840
1.4670,0.6033,14.2582
1.3206,-1.7074,15.1653
-0.7622,0.7234,15.0969
2.6211,-0.0630,14.2025
1.2748,0.2918,14.5091
0.7510,-1.4453,15.3022
1.3587,-0.4717,14.7989
0.4121,1.5910,14.3119
1.0472,-1.4188,15.1823
0.8560,-1.2296,15.1961
0.5255,0.7313,14.6250
1.5158,1.7716,13.3681
3.3743,-1.3419,14.6946
-0.9112,1.2127,14.9856
-0.0713,0.6826,14.8746
-0.7249,0.9994,14.9933
0.5599,-1.2352,15.3150
-0.5974,0.8835,14.9893
0.7902,-0.3067,14.9216
2.0392,1.5319,13.1147
0.6005,-1.2198,15.2926
-0.1845,-1.0378,15.6052
-0.5250,0.7340,15.0150
1.1255,2.9867,12.8288
-0.8579,-1.0667,16.0690
0.1962,-0.0074,15.0231
-1.6355,-1.3869,17.1230
-0.4023,-1.2480,15.8539
-0.1341,-1.9379,16.0400
-1.8298,-2.2191,18.6122
0.0868,-0.7766,15.3539
2.6258,-0.3130,14.3587
0.5600,-0.2012,14.9632
-3.4205,-1.4698,19.5322
1.1227,-0.5857,14.9097
-1.2699,-0.4766,15.9198
0.1097,-0.7234,15.3227
-0.4205,1.2749,14.8060
0.9812,-2.4495,15.4771
0.5984,-1.1163,15.2592
-0.2547,1.3162,14.7309
0.4112,-1.0470,15.3134
-0.2325,-1.4076,15.8251
1.1760,2.5110,13.1167
0.6954,0.4304,14.6785
-0.1962,0.8705,14.8555
-0.1746,1.2275,14.7286
-1.6294,-1.2567,16.9573
-2.8613,0.7055,15.7532
2.1458,2.3125,12.0793
1.7036,-0.4998,14.7086
0.1036,-0.5284,15.2496
0.4410,-1.5037,15.4639
0.2801,0.3619,14.8606
-1.3774,-2.4848,18.1605
-0.0994,-1.4431,15.7531
-0.5262,-0.0764,15.3244
2.1912,1.2114,13.3235
-0.6024,0.9323,14.9751
0.4038,1.8429,14.2029
-1.6961,1.0137,15.2694
-2.0278,-0.3605,16.3029
1.5516,-0.6752,14.8147
1.7430,0.5838,14.1334
1.3317,0.6565,14.2936
-0.0079,-2.5173,16.2330
0.8357,-1.7713,15.3635
-1.1656,0.2659,15.4238
0.6103,-0.9987,15.2156
-0.4554,1.1873,14.8454
0.8454,0.1460,14.7355
1.6347,0.9080,13.9685
1.4466,-1.2292,15.0097
1.9708,-1.2728,14.8951
-0.9141,-0.2771,15.5967
0.2042,-2.2759,15.9261
-2.2013,-0.0966,16.1514
4.8996,2.5858,8.7316
-0.0763,-1.7136,15.8744
-1.5388,-2.0421,17.8507
0.3836,0.7651,14.6704
1.8275,1.2115,13.5985
-1.5387,-0.9699,16.5499
0.8166,-0.2465,14.8916
-0.4341,0.2728,15.1485
1.1260,0.9796,14.2166
0.9998,-0.7811,15.0110
-0.1126,-1.2462,15.6643
2.6720,3.2054,9.9908
-0.3942,-0.1461,15.3001
-0.6130,-0.5538,15.5934
-0.0182,-1.5059,15.7305
-0.3265,-1.8877,16.1810
-0.2259,0.8289,14.8802
-1.1203,-1.1755,16.3725
-0.6233,0.0077,15.3273
-0.5001,0.7111,15.0143
0.7619,1.6716,14.0503
-1.2966,1.4594,15.0240
2.3551,-0.8299,14.6724
1.6985,0.7099,14.0714
-0.5125,-2.9725,17.1504
0.4284,-0.2510,15.0268
-2.0402,0.1389,15.8712
-0.8906,-1.9897,16.8691
-0.4588,0.3056,15.1450
0.0470,1.3355,14.5990
0.0548,0.5305,14.8822
1.4841,-2.1824,15.2151
1.8031,0.2878,14.2923
-2.0756,-0.8653,16.9159
2.0317,0.8005,13.8140
1.5310,-2.0838,15.1815
0.5601,0.3780,14.7511
-1.9288,-0.9079,16.8343
0.0634,0.4614,14.9035
-0.4065,0.2202,15.1584
-0.2652,-0.9862,15.6259
0.0812,2.8467,14.0177
1.0087,-0.8882,15.0414
0.0750,0.7580,14.7942
-0.3679,0.6258,14.9985
0.4340,2.1146,14.0555
0.1877,0.5538,14.8252
-1.3529,2.9148,14.7548
0.1194,-0.7888,15.3442
-1.0470,0.8447,15.1447
-2.8313,-0.0709,16.4647
-0.8417,0.0723,15.3868
0.6899,-0.8367,15.1330
-0.5753,-0.6850,15.6436
-0.3830,-0.7299,15.5626
-0.4495,0.5152,15.0651
0.5179,-0.4930,15.0792
-1.3920,-0.8407,16.3018
0.6689,0.9269,14.4777
-0.3236,-0.4369,15.3957
-1.2676,-0.5650,15.9840
1.4462,-0.1421,14.6427
0.0983,-1.2750,15.5552
0.8921,2.1476,13.6635
0.3838,1.9401,14.1716
-0.5320,-1.0605,15.8318
-0.1138,-0.5059,15.3322
0.9756,-2.3450,15.4539
0.9750,-1.5718,15.2504
0.8511,0.7203,14.4879
0.5594,1.1448,14.4329
0.1534,0.2440,14.9486
0.5951,0.6254,14.6394
0.3711,0.1323,14.9108
1.3869,2.1060,13.2093
-0.5887,1.2498,14.8722
3.3778,0.4472,13.4619
-2.4997,0.5264,15.7679
-3.1985,2.5351,15.0948
0.2562,-0.4569,15.1630
0.1258,-1.0964,15.4653
0.3815,0.8948,14.6204
-0.0831,0.3992,14.9778
-1.2901,-0.1631,15.7174
-1.2166,-0.2003,15.7036
1.1949,1.5066,13.8406
1.3752,0.4251,14.4000
0.9688,-0.1687,14.8126
0.4611,1.1147,14.4942
-0.4885,0.3492,15.1392
1.3756,-1.4632,15.0897
0.5271,0.7932,14.5990
0.7247,0.4969,14.6396
-1.0568,-0.3661,15.7228
-0.1572,-0.1620,15.2119
0.6353,0.7205,14.5830
-0.1814,-2.7810,16.5695
-0.1317,-1.3021,15.7036
-0.6791,1.5586,14.8141
-1.0852,-0.6518,15.9298
-0.8313,-1.2044,16.1494
-2.0454,-0.6905,16.6745
-1.3186,-0.6758,16.1054
-2.1049,-2.0561,18.8317
-1.4272,0.5499,15.3844
-1.1258,-0.6734,15.9719
1.2263,-3.1821,15.5030
0.7305,-0.1170,14.8746
-1.6369,1.2053,15.1856
-3.4289,-0.4566,17.3580
0.8563,0.8740,14.4125
0.1526,1.7828,14.3784
-1.5802,-0.9609,16.5774
-0.8502,2.0284,14.7535
-2.8758,-1.2070,18.3041
-0.4283,1.0034,14.8939
0.8630,-1.4346,15.2542
-0.6136,-0.5732,15.6041
-1.3539,-0.9080,16.3323
-2.1037,0.4480,15.6799
0.0733,-2.5081,16.1486
0.4730,-0.0596,14.9435
0.5033,-1.9327,15.5841
0.9749,0.5037,14.5336
1.0870,-0.4160,14.8630
-0.3301,-1.8967,16.1900
1.3560,-1.8778,15.1930
1.3035,-1.3363,15.0784
-0.3520,-1.0972,15.7359
0.4846,0.6593,14.6708
-2.7026,-1.4195,18.5229
-1.2979,2.2700,14.8424
-0.1457,-0.0210,15.1533
-0.1982,-0.4331,15.3385
0.8545,-1.1997,15.1876
2.1685,0.4135,14.0450
0.9769,-0.4031,14.8937
0.5465,0.4324,14.7353
1.2848,0.5990,14.3480
1.3220,-1.9401,15.2180
-0.7873,-1.5926,16.4114
0.3974,-0.3723,15.0805
2.7394,2.4652,11.0275
-0.9861,-0.6195,15.8450
-0.8273,0.8031,15.0903
0.7302,-1.0977,15.2020
4.0041,0.8084,12.7363
2.2805,0.2331,14.1256
1.0713,-1.4635,15.1861
0.6024,-1.1295,15.2620
-0.7824,2.1015,14.7121
-1.8671,1.4849,15.1510
-0.1170,0.7953,14.8524
2.4820,1.6933,12.4939
-2.4461,0.4172,15.8288
0.3390,-0.4020,15.1122
1.9965,-0.8457,14.7594
-2.2308,-0.3872,16.4655
-0.3991,-0.2673,15.3542
-1.1201,1.3158,15.0163
-0.9906,-0.1604,15.5693
-2.0756,0.0789,15.9347
2.3895,-0.2919,14.4153
1.7834,0.7104,14.0250
-1.0042,-0.2616,15.6328
-0.3623,0.2791,15.1202
1.7232,3.2942,11.6455
-0.1973,2.5809,14.3025
0.0511,1.1534,14.6627
1.7345,0.9116,13.9054
0.9827,0.5447,14.5113
0.2725,0.5645,14.7896
-4.0981,-1.0035,18.9159
-0.7849,-1.0234,15.9841
0.7544,-1.0525,15.1788
-0.1770,-0.2920,15.2714
-0.4107,-4.3151,17.6784
0.6486,1.4060,14.2615
0.7955,1.1253,14.3193
1.6515,-0.7280,14.8057
0.0392,2.1362,14.3090
-0.6489,-0.6647,15.6736
-2.4089,0.6628,15.6466
0.0138,0.4973,14.9087
1.2193,0.4787,14.4405
-0.0933,0.6336,14.8995
-0.3362,0.5218,15.0236
-1.4132,0.2239,15.5439
-0.2266,0.4494,15.0108
1.4474,-0.3972,14.7447
0.5812,3.4591,13.2698
-1.0242,-0.1062,15.5554
-0.8655,-1.4703,16.3879
0.4060,0.3614,14.8147
-0.4284,-0.7369,15.5904
0.0409,-0.2437,15.1666
-0.1800,1.5775,14.6155
-0.0753,0.5335,14.9279
-0.2653,-0.6653,15.4717
-1.8511,-0.3013,16.1355
0.6393,-0.6025,15.0735
-1.3861,-0.2597,15.8324
-0.0264,-0.0236,15.1099
-1.1223,-1.9485,17.1282
0.0515,-1.3583,15.6186
-1.8137,0.0267,15.8483
0.3164,1.3570,14.4636
-0.7750,-1.3772,16.2318
0.0120,-4.2558,16.9221
2.7220,0.1942,13.9741
0.1755,-3.2601,16.3746
-1.5346,0.1455,15.6404
-0.9297,-0.6512,15.8311
-0.6271,0.2231,15.2384
-0.5160,-1.1061,15.8483
-0.6987,0.9919,14.9873
-0.5380,-0.9426,15.7663
-1.4977,0.0220,15.7006
-0.4010,0.7481,14.9682
0.2809,0.2105,14.9149
0.3650,1.4678,14.3919
-2.5603,-0.8628,17.3626
0.0629,-0.0940,15.1029
-1.3605,-0.2931,15.8416
-0.7179,0.5215,15.1549
1.3281,0.8282,14.1952
0.1913,-0.9943,15.3924
0.1633,0.8942,14.7108
0.7340,-0.7339,15.0840
1.5877,1.0400,13.9016
-0.0727,0.7936,14.8368
-0.7345,0.8923,15.0309
0.7776,-1.0497,15.1694
0.1545,0.5698,14.8317
0.5881,1.4048,14.2971
-0.3817,-2.7530,16.8101
-1.1841,3.0378,14.6819
0.0837,1.5357,14.5085
1.1559,1.9830,13.5344
-0.9838,-0.4937,15.7621
-2.3457,-1.1337,17.5754
1.6623,1.1226,13.7895
-0.7422,-0.3808,15.5675
-0.4053,-0.1615,15.3112
0.0127,-0.3050,15.2006
-2.6693,1.4884,15.3010
-0.0278,2.8122,14.1133
1.1653,-1.4794,15.1587
-1.2701,-0.3168,15.8077
-0.3968,0.8752,14.9246
-0.0968,2.1702,14.3763
0.6090,1.1582,14.4017
0.4070,-1.1446,15.3502
1.4325,1.2828,13.8272
1.4736,0.8439,14.1056
-0.8275,0.0725,15.3808
-0.2009,0.4124,15.0148
-0.5366,0.4061,15.1350
-0.1622,-0.5641,15.3782
1.4759,2.9343,12.3716
-0.4656,-0.2990,15.3973
1.7793,1.5884,13.2930
-0.1403,-1.3484,15.7323
1.8698,-1.3530,14.9378
3.3492,0.3090,13.6231
-0.4352,-0.6501,15.5502
-1.5181,-0.7803,16.3454
-1.4204,0.1145,15.6091
-0.9833,1.5023,14.9258
-0.2322,-0.3988,15.3388
0.3581,1.4290,14.4121
-0.3093,-0.3245,15.3403
-0.9560,0.0262,15.4563
0.5806,0.8455,14.5538
-1.8150,1.0173,15.2994
0.5124,0.2465,14.8183
0.9384,-0.1019,14.7980
-0.5982,1.5097,14.7998
-0.4048,-1.2012,15.8286
-0.5897,-1.2246,15.9747
0.2360,-0.6966,15.2590
0.7973,1.0480,14.3569
-0.4957,0.9113,14.9465
1.0108,0.3534,14.5865
2.4310,-0.3456,14.4324
1.1443,-1.3412,15.1288
-1.5267,-0.4432,16.0543
1.0055,0.0029,14.7346
-1.1144,0.3698,15.3560
2.0895,-0.5417,14.6196
0.6442,-0.6024,15.0717
0.5786,3.6483,13.1946
0.7341,-0.3538,14.9567
0.5409,1.0616,14.4788
0.8506,0.9224,14.3917
2.3248,0.0952,14.2025
-0.0154,-2.8310,16.4007
-0.8309,1.4902,14.8825
2.2730,-0.7830,14.6726
-1.3051,-1.5970,16.9798
-0.9897,0.5426,15.2392
0.8372,0.4405,14.6182
-1.8222,0.9386,15.3335
0.5229,-1.1635,15.3064
1.8483,-0.8685,14.8026
-1.6939,-1.9166,17.9181
0.0486,-0.5837,15.2940
0.5276,2.2169,13.9340
-0.7383,-2.8007,17.3770
-0.5411,0.8592,14.9786
1.1243,-0.6871,14.9424
0.6507,-0.0475,14.8771
1.0472,-0.6330,14.9487
0.7048,-0.4645,15.0045
-1.7663,-0.7765,16.5420
-4.0901,-1.8543,21.3606
-0.3871,-0.1641,15.3048
0.3639,1.0763,14.5555
-1.4632,-1.4799,17.0340
1.0489,-1.7828,15.2786
0.1990,-0.2416,15.1064
-0.1618,0.4654,14.9823
-0.8554,0.2227,15.3244
0.5670,0.7467,14.6012
3.1759,3.5629,8.5044
1.9016,-0.7238,14.7394
-2.2401,1.2701,15.3016
-1.2155,1.0800,15.1148
1.2300,-0.5566,14.8672
-0.7567,-1.6125,16.3972
-0.9233,-0.5341,15.7528
0.5566,2.5987,13.7132
-1.2117,-1.5977,16.8709
-0.9426,2.5773,14.6699
-1.0978,2.1219,14.8135
-0.4191,-0.1992,15.3331
0.5525,0.9141,14.5371
-0.9419,0.2977,15.3242
2.1011,-1.8258,14.9958
0.8456,-0.6519,15.0196
-0.2794,-0.5404,15.4216
-0.1999,-0.6063,15.4138
-0.2354,0.7871,14.8976
-1.0126,-0.0813,15.5366
-0.4809,1.8513,14.6594
0.7189,0.0819,14.8055
0.9577,1.2222,14.1757
1.2099,-0.5950,14.8862
1.1065,-1.8229,15.2670
0.1846,-1.9401,15.7926
-0.8016,-2.0371,16.8012
2.5454,0.3363,13.9323
0.0040,0.1151,15.0483
1.6828,0.3867,14.2858
0.8994,-0.2607,14.8690
-0.1093,0.0633,15.1084
-2.0060,-0.5984,16.5382
1.9194,-0.6793,14.7186
0.5925,0.7506,14.5887
-1.0383,2.1269,14.7939
-2.0083,0.9515,15.3781
-0.4296,0.5447,15.0478
0.1152,1.0427,14.6761
2.2242,0.4475,13.9929
-0.4016,0.7448,14.9695
1.7627,2.4035,12.4834
1.7602,1.3935,13.4892
0.8512,-0.0268,14.7998
1.1894,0.4486,14.4684
-0.2872,-0.0737,15.2279
0.6680,-1.7113,15.4225
-0.6875,-0.8249,15.7903
-0.0968,-1.9776,16.0299
-0.0100,1.7086,14.4915
0.4547,-0.1301,14.9749
-0.1290,-3.7873,16.9957
-1.6606,-0.8760,16.5585
-1.0699,-2.1515,17.2692
0.6734,-2.0725,15.5346
0.0571,-0.3779,15.2110
-0.8836,-0.5897,15.7643
1.4049,-0.1139,14.6446
1.5539,-0.2743,14.6631
-1.2135,0.2032,15.4739
-1.7765,-2.0018,18.1774
0.6615,-0.1674,14.9163
-0.6522,2.1614,14.6472
-1.8589,-0.1137,15.9800
1.1012,2.2812,13.3702
-0.6944,-1.7022,16.4056
-0.9371,0.2921,15.3249
-1.1523,-0.5921,15.9301
-0.2095,-1.0140,15.6079
2.0408,-1.8402,15.0104
0.7335,-0.5870,15.0358
0.2134,-1.5744,15.6165
0.5956,-1.6175,15.4268
0.2056,3.4702,13.6871
-2.2615,-1.9180,18.8472
-1.1205,-1.7332,16.9027
1.2604,0.3459,14.4888
-1.7397,-0.8762,16.6275
2.6952,0.4444,13.7695
0.7729,-0.5008,14.9937
-1.0263,-1.8631,16.9175
-1.9021,-2.4284,19.0985
-1.4222,-0.2724,15.8613
0.0889,-0.2916,15.1661
1.1889,-0.7080,14.9296
2.5039,0.2157,14.0455
0.2476,-0.4524,15.1646
-0.6424,-0.4318,15.5445
-1.2792,0.8461,15.2146
2.7293,2.4064,11.1366
-2.3927,4.1346,14.8921
2.0264,-1.4329,14.9245
-1.7520,2.1075,14.9799
0.8088,-0.2271,14.8873
0.0633,0.8700,14.7589
-1.3751,-0.4791,15.9869
0.9394,1.3004,14.1427
-0.8351,-0.9501,15.9696
-0.2993,-0.0852,15.2372
0.5343,-0.3512,15.0244
-0.4785,-1.6277,16.1497
0.4648,0.9960,14.5425
-1.1455,-1.2009,16.4178
-1.6437,-1.6890,17.5260
-0.6275,1.8628,14.7139
1.3316,-2.3654,15.3040
0.2645,0.7117,14.7382
0.2298,-0.1546,15.0638
2.2137,-0.7339,14.6672
-2.0066,-0.7771,16.7451
2.5444,1.1974,13.0659
-1.1771,1.4067,15.0065
-0.6329,-2.4038,16.8925
2.1063,0.3817,14.0970
-1.5750,0.1083,15.6812
-1.3542,-1.8739,17.3610
-0.5047,-0.8181,15.6761
-2.4729,-0.8486,17.2595
-0.4746,0.7704,14.9858
0.1615,0.0227,15.0248
4.3981,-2.0817,14.8307
0.7827,-0.7608,15.0760
2.6038,1.9040,12.0691
0.8521,0.5409,14.5685
1.0087,-1.4617,15.2077
-0.6727,-0.7835,15.7562
-0.6439,0.3341,15.2005
1.1289,-0.5724,14.9034
2.1138,0.6244,13.9107
-0.5571,-1.4955,16.1287
0.6661,0.9715,14.4588
-0.3968,-1.0210,15.7224
0.3246,-0.7196,15.2315
0.3890,-1.5080,15.4923
1.3985,0.2597,14.4750
-1.6147,1.3902,15.1222
0.1130,0.2507,14.9606
1.4217,3.0853,12.3252
-0.0657,1.3723,14.6352
4.1026,0.3978,13.2795
0.7174,-0.3588,14.9641
0.4807,2.5942,13.7851
1.6577,1.6949,13.3045
1.6997,1.5848,13.3672
-0.9844,-0.3569,15.6785
-2.0429,2.1828,15.0200
-0.2865,0.5271,15.0045
-0.8079,-1.4011,16.2793
-0.3377,-1.3274,15.8543
0.7759,-1.8539,15.4151
0.3569,-0.5535,15.1594
-1.5720,-0.3431,16.0014
0.7596,0.4980,14.6251
0.3782,0.3948,14.8126
0.8759,-0.5578,14.9787
1.9793,-0.7491,14.7293
