x0,x1,Duration
-0.7698,-2.2340,16.9327
-0.1114,-2.0916,16.1048
-0.7530,-0.4717,15.6225
-1.0350,-0.7529,15.9689
0.0302,1.3742,14.5925
0.4881,1.4400,14.3370
0.7793,-1.5117,15.3108
-0.0199,-0.5040,15.2913
-1.0771,0.0345,15.5040
-1.2430,-2.2757,17.6716
0.0095,-0.0135,15.0930
0.1588,-0.4223,15.1878
-0.9952,-0.5976,15.8361
0.9925,0.0056,14.7381
-0.7279,0.3024,15.2434
0.0280,-1.0887,15.5124
-0.2293,2.4596,14.3589
-2.4660,0.7027,15.6390
2.4428,-0.2344,14.3670
0.4580,0.3507,14.7995
2.0149,3.0906,11.3394
1.4527,0.7830,14.1560
0.6054,0.8017,14.5614
-1.4600,2.9178,14.7856
0.5711,-0.3215,15.0013
0.4353,2.4191,13.9090
0.5473,0.0416,14.8811
-1.4876,1.4896,15.0637
1.6277,0.2279,14.3990
1.0226,-0.7768,15.0024
0.3617,-0.1824,15.0263
1.1108,0.5560,14.4498
-0.4115,0.3323,15.1181
-0.9405,-0.9921,16.0767
1.5904,-0.1059,14.5782
0.7146,-0.7339,15.0907
0.0497,-2.4162,16.1261
1.1931,-3.0542,15.4977
-0.3620,1.0778,14.8469
-0.5170,1.2606,14.8444
-0.1763,-0.2011,15.2348
-0.6040,-0.4085,15.5138
-0.0972,-0.9485,15.5159
0.2717,-0.5367,15.1860
-1.1214,-0.3529,15.7497
-0.9217,-0.4637,15.7088
-1.1780,0.6403,15.2626
-0.3987,-0.2439,15.3438
-1.7291,0.7907,15.3711
-0.7776,0.2846,15.2689
1.8519,-0.7720,14.7690
1.0526,0.1000,14.6788
-0.2387,1.0411,14.8143
0.4175,1.0252,14.5519
0.9802,-0.0493,14.7637
-0.8877,-0.1559,15.5188
-0.7417,0.4779,15.1795
-0.0492,-0.9346,15.4850
1.3132,1.5864,13.6921
-1.6295,0.4585,15.5003
0.8239,2.0600,13.7775
1.4886,1.9387,13.2489
0.7826,2.2107,13.7228
0.0367,0.6122,14.8600
2.9348,-2.4836,14.9781
-0.9438,-1.5993,16.5764
0.8859,0.4167,14.6088
1.4052,-0.8016,14.8967
-3.5907,-0.3500,17.2662
0.3987,-0.8805,15.2593
-0.1281,0.1334,15.0894
-0.0154,0.3306,14.9780
-0.2662,0.8706,14.8805
1.6407,0.6317,14.1539
-1.3604,0.2715,15.4972
0.5829,-0.1251,14.9284
